"name","gender","ethnicity","isomerism","orientation","disability","year","domain","manwhitecisable","manwhitecis","manwhite","minoritized","poc"
"Jim Dine","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kim Dingle","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Tom Dixon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Wei Dong","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Elena Dorfman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"James Drake","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Leonardo Drew","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Rick Dula","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Carroll Dunham","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jeanne Dunning","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jay Dusard","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Carol Eckert","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Keith Edmier","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Nicole Eisenman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Gary J. Emrich","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Torben Eskerod","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Inka Essenhigh","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Reed Estabrook","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Zeng Fanzhi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Robert Fichter","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jed Fielding","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Vernon Fisher","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ceal Floyer","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Lucas Foglia","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Harry Fonseca","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Scott Fraser","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Freese","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Tom Friedman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stephen Frykholm","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Adam Fuss","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jeffrey Gibson","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ralph Gibson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Frank Gohlke","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Steven Gontarski","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Konstantin Grcic","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jan Groover","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Cui Guotai","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Woody Gwyn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"JA,rgen HA,velskov","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Keith Haring","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shunsho Hattori","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Rita Padilla Haufmann","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Eberhard Havekost","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gottfried Helnwein","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Oliver Herring","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Cindy Hickok","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Xu Hualing","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Zhang Huan","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Gary Huibregtse","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ben Jackel","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Keith Jacobshagen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Adam Jeppesen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sui Jianguo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Tony Jojola","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Michael Joo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Nicholas Kahn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mathias Kauage","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Wesley R. Kennedy","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Micha Klein","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mark Klett","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"James Koehler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bohnchang Koo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Kerik Kouklis","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Barbara Kruger","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Michel Szulc Krzyzanowski","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joris Laarman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rachel Lachowicz","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Victor Landweber","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Larabee","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Robert Lazzarini","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mathias Leppitsch","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Laura Letinsky","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"David Levinthal","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Saiman Li","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Hung Liu","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Arthur Lopez","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Leon Loughridge","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Peng Lu","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"James Luna","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Martin Maloney","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Xuhui Mao","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Christian Marclay","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kerry James Marshall","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jane Mathews","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"William Matthews","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Thom Mayne","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ronald McClure","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Allan McCollum","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Michael McCoy","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kelly McLane","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jerry McMillan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bjørn Melhus","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ed Mell","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Annette Messager","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jason Middlebrook","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Norma Minkowitz","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Marilyn Minter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Tatsuo Miyajima","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Andrea Modica","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Kent Monkman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Paul Morrison","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Victor Moscoso","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Oscar Muñoz","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jason Munn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joan Myers","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Patrick Nagatani","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Dan Namingha","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Alexander Morales Núñez","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Bruce Nauman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shirin Neshat","woman","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ernesto Neto","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Floris Michael Neusüss",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"Tucker Nichols","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kelly Nipper","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Owen O'Meara","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Moyo Ogundipe","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jacco Olivier","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Julian Opie","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Deborah Orapallo","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Virgil Ortiz","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Dan Ostermiller","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Tom Otterness","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Tony Oursler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Roxy Paine","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert ParkeHarrison","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Martin Parr","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bob Patino","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mary Peck","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Brian H. Peterson","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Gugger Petter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Richard Phillips","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jack Pierson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sheila Pinkel","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Woody Pirtle","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Larry Poons","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"J. John Priola","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sheng Qi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Wang Qingsong","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Al Qoyawayma","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Marc Quinn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Edward Ranney","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Alan Rath","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Neo Rauch","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Leland Rice","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Clark Richert","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Daniel Richter","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Phil Risbeck","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Charles Roitz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Diego Romero","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Mateo Romero","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Alison Rossiter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Lisa Ruyter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Daniel Salazar","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lucas Samaras","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Don Leon Sandoval","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jenny Saville","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"John Schabel","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Bill Schenck","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Fritz Scholder","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Pieter Schoolwerth","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sean Scully","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jonathan Seliger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard Serra","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Andres Serrano","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Yang Shaobin","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"David Sharpe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Xiaotong Shen","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Yinka Shonibare","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lorna Simpson","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Rose B. Simpson","woman","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Danny Singer","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Preston Singletary","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Sandy Skoglund","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Dirk Skreber","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kiki Smith","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mike Smith","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shinique Smith","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lim Sokchanlina","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Bently Spang","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Daniel Sprick","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Pia StadtbA$umer",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"Philippe Starck","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Doug Starn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joseph Stashkevetch","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stacey Steers","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jennifer Steinkamp","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Frank Stella","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Don Stinson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Hiroshi Sugimoto","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"William S. Sutton","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Arne Svenson","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Tomoko Takahashi","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jude Tallichet","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mark Tansey","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ali Tayar","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ruth Thorne-Thomsen","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Lin Tianmiao","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Fred Tomaselli","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Faye Toogood","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"David True","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Hung Tung-Lu","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Gavin Turk","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"James Turrell","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Anne Turyn","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Nicola Tyson","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Penelope Umbrico","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"James Victore","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lonnie Vigil","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Theodore Waddell","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kay WalkingStick","woman","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"John Ward","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Carrie Mae Weems","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Liu Wei","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Robert Weingarten","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"James Welling","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gu Wenda","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Kim Weston","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Wilhite","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Edie Winograde","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ronald W. Wohlauer","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Valentina Gonzalez Wohlers","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"David Wojnarowicz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Nurit Wolf",NA,NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Su-en Wong","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Francesca Woodman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Xiaohang Wu","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"William Wylie","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jiao Xingtao","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Yan Lei","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Bai Yiluo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Youhan Yu","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Okada Yuji",NA,"asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Lisa Yuskavage","woman",NA,NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,NA
"Oskar Zieta","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John Baeder","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Radcliffe Bailey","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Bennett Bean","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John L. Beardman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Larry Bell","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Steven Benson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ed Bereal","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Mel Bochner","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Suzanne Caporael","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ramón Carulla","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Dennis Corrigan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Peter David","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Laszlo Dus","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jay Dusard","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Melvin Edwards","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Richard Dickran Eshkanian","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Richard E. Fluhr","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Emmet Gowin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"George T. Green","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Michael Heizer","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Patricia Johanson","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"John E. Dowell, Jr.","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Judy Linn","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Joan Livingstone","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Alvin Loving","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Angus MacLise","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joel Meyerowitz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Zwelethu Mthethwa","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Elizabeth Murray","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Kenji Nakahashi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Gordon Newton","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard Nonas","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Dennis Oppenheim","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ellen Phelan","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mel Ramos","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Glenn Rand","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joyce Scott","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Gilda Snowden","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Robert J. Steinberg","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bob Thompson","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
